-4.000000;-0.001982
-3.990000;-0.001981
-3.980000;-0.001981
-3.970000;-0.001981
-3.960000;-0.001981
-3.950000;-0.001981
-3.940000;-0.001981
-3.930000;-0.001981
-3.920000;-0.001981
-3.910000;-0.001980
-3.900000;-0.001980
-3.890000;-0.001980
-3.880000;-0.001980
-3.870000;-0.001980
-3.860000;-0.001980
-3.850000;-0.001980
-3.840000;-0.001979
-3.830000;-0.001979
-3.820000;-0.001979
-3.810000;-0.001979
-3.800000;-0.001979
-3.790000;-0.001979
-3.780000;-0.001979
-3.770000;-0.001978
-3.760000;-0.001978
-3.750000;-0.001978
-3.740000;-0.001978
-3.730000;-0.001978
-3.720000;-0.001978
-3.710000;-0.001977
-3.700000;-0.001977
-3.690000;-0.001977
-3.680000;-0.001977
-3.670000;-0.001977
-3.660000;-0.001977
-3.650000;-0.001976
-3.640000;-0.001976
-3.630000;-0.001976
-3.620000;-0.001976
-3.610000;-0.001976
-3.600000;-0.001976
-3.590000;-0.001975
-3.580000;-0.001975
-3.570000;-0.001975
-3.560000;-0.001975
-3.550000;-0.001975
-3.540000;-0.001974
-3.530000;-0.001974
-3.520000;-0.001974
-3.510000;-0.001974
-3.500000;-0.001974
-3.490000;-0.001974
-3.480000;-0.001973
-3.470000;-0.001973
-3.460000;-0.001973
-3.450000;-0.001973
-3.440000;-0.001973
-3.430000;-0.001972
-3.420000;-0.001972
-3.410000;-0.001972
-3.400000;-0.001972
-3.390000;-0.001971
-3.380000;-0.001971
-3.370000;-0.001971
-3.360000;-0.001971
-3.350000;-0.001971
-3.340000;-0.001970
-3.330000;-0.001970
-3.320000;-0.001970
-3.310000;-0.001970
-3.300000;-0.001969
-3.290000;-0.001969
-3.280000;-0.001969
-3.270000;-0.001969
-3.260000;-0.001968
-3.250000;-0.001968
-3.240000;-0.001968
-3.230000;-0.001968
-3.220000;-0.001967
-3.210000;-0.001967
-3.200000;-0.001967
-3.190000;-0.001967
-3.180000;-0.001966
-3.170000;-0.001966
-3.160000;-0.001966
-3.150000;-0.001965
-3.140000;-0.001965
-3.130000;-0.001965
-3.120000;-0.001965
-3.110000;-0.001964
-3.100000;-0.001964
-3.090000;-0.001964
-3.080000;-0.001963
-3.070000;-0.001963
-3.060000;-0.001963
-3.050000;-0.001963
-3.040000;-0.001962
-3.030000;-0.001962
-3.020000;-0.001962
-3.010000;-0.001961
-3.000000;-0.001961
-2.990000;-0.001961
-2.980000;-0.001960
-2.970000;-0.001960
-2.960000;-0.001960
-2.950000;-0.001959
-2.940000;-0.001959
-2.930000;-0.001959
-2.920000;-0.001958
-2.910000;-0.001958
-2.900000;-0.001958
-2.890000;-0.001957
-2.880000;-0.001957
-2.870000;-0.001957
-2.860000;-0.001956
-2.850000;-0.001956
-2.840000;-0.001955
-2.830000;-0.001955
-2.820000;-0.001955
-2.810000;-0.001954
-2.800000;-0.001954
-2.790000;-0.001953
-2.780000;-0.001953
-2.770000;-0.001953
-2.760000;-0.001952
-2.750000;-0.001952
-2.740000;-0.001951
-2.730000;-0.001951
-2.720000;-0.001951
-2.710000;-0.001950
-2.700000;-0.001950
-2.690000;-0.001949
-2.680000;-0.001949
-2.670000;-0.001948
-2.660000;-0.001948
-2.650000;-0.001947
-2.640000;-0.001947
-2.630000;-0.001946
-2.620000;-0.001946
-2.610000;-0.001946
-2.600000;-0.001945
-2.590000;-0.001945
-2.580000;-0.001944
-2.570000;-0.001944
-2.560000;-0.001943
-2.550000;-0.001943
-2.540000;-0.001942
-2.530000;-0.001941
-2.520000;-0.001941
-2.510000;-0.001940
-2.500000;-0.001940
-2.490000;-0.001939
-2.480000;-0.001939
-2.470000;-0.001938
-2.460000;-0.001938
-2.450000;-0.001937
-2.440000;-0.001937
-2.430000;-0.001936
-2.420000;-0.001935
-2.410000;-0.001935
-2.400000;-0.001934
-2.390000;-0.001934
-2.380000;-0.001933
-2.370000;-0.001932
-2.360000;-0.001932
-2.350000;-0.001931
-2.340000;-0.001930
-2.330000;-0.001930
-2.320000;-0.001929
-2.310000;-0.001928
