1.000000;0.160934
2.000000;0.185112
3.000000;0.207045
4.000000;0.226317
5.000000;0.244129
6.000000;0.262137
7.000000;0.281686
8.000000;0.303533
9.000000;0.327806
10.000000;0.354056
11.000000;0.381399
12.000000;0.408731
13.000000;0.434986
14.000000;0.459357
15.000000;0.481426
16.000000;0.501194
17.000000;0.519044
18.000000;0.535706
19.000000;0.552241
20.000000;0.570038
21.000000;0.590785
22.000000;0.616198
23.000000;0.647247
24.000000;0.682663
25.000000;0.717786
26.000000;0.746492
27.000000;0.765863
28.000000;0.777465
29.000000;0.784861
30.000000;0.792379
31.000000;0.805606
32.000000;0.831768
33.000000;0.874558
34.000000;0.923026
35.000000;0.961993
36.000000;0.987830
37.000000;1.003780
38.000000;1.013483
39.000000;1.019410
